"wave","RI_leafmaterial","spA_Cab","spA_Car","spA_Atn","spA_Br","spA_Cw","spA_Cm","spA_Protein","spA_nonPro"
1118,1.4161,0,0,0,0,0.245,2.3,0,2.68222
1119,1.416,0,0,0,0,0.2491,2.3,0,2.68222
1120,1.4159,0,0,0,0,0.2528,2.3,0,2.68222
1121,1.4158,0,0,0,0,0.2578,2.3,0,2.68222
1122,1.4157,0,0,0,0,0.265,2.3,0,2.68222
1123,1.4156,0,0,0,0,0.2719,2.3,0,2.68222
1124,1.4155,0,0,0,0,0.2765,2.3,0,2.68222
1125,1.4154,0,0,0,0,0.2811,2.3,0,2.68222
1126,1.4153,0,0,0,0,0.2891,2.3,0,2.68222
1127,1.4152,0,0,0,0,0.3023,2.3,0,2.68222
1128,1.415,0,0,0,0,0.3164,2.3,0,2.68222
1129,1.4149,0,0,0,0,0.3271,2.3,0,2.68222
1130,1.4148,0,0,0,0,0.3378,2.3,0,2.68222
1131,1.4147,0,0,0,0,0.3533,2.3,0,2.68222
1132,1.4146,0,0,0,0,0.377,2.3,0,2.68222
1133,1.4145,0,0,0,0,0.4037,2.3,0,2.68222
1134,1.4144,0,0,0,0,0.4281,2.3,0,2.68222
1135,1.4143,0,0,0,0,0.4502,2.3,0,2.68222
1136,1.4142,0,0,0,0,0.4712,2.3,0,2.68222
1137,1.4141,0,0,0,0,0.4932,2.3,0,2.68222
1138,1.4139,0,0,0,0,0.5202,2.3,0,2.68222
1139,1.4138,0,0,0,0,0.5572,2.3,0,2.68222
1140,1.4137,0,0,0,0,0.6052,2.3,0,2.68222
1141,1.4136,0,0,0,0,0.652,2.3,0,2.68222
1142,1.4135,0,0,0,0,0.6863,2.3,0,2.68222
1143,1.4133,0,0,0,0,0.7159,2.3,0,2.68222
1144,1.4132,0,0,0,0,0.7535,2.3,0,2.68222
1145,1.4131,0,0,0,0,0.8064,2.3,0,2.68222
1146,1.413,0,0,0,0,0.8597,2.3,0,2.68222
1147,1.4129,0,0,0,0,0.8981,2.3,0,2.68222
1148,1.4128,0,0,0,0,0.9253,2.3,0,2.68222
1149,1.4127,0,0,0,0,0.9493,2.3,0,2.68222
1150,1.4126,0,0,0,0,0.9769,2.3,0,2.68222
1151,1.4125,0,0,0,0,1.008,2.3,0,2.68222
1152,1.4124,0,0,0,0,1.041,2.3,0,2.68222
1153,1.4122,0,0,0,0,1.073,2.3,0,2.68222
1154,1.4121,0,0,0,0,1.1,2.3,0,2.68222
1155,1.412,0,0,0,0,1.119,2.3,0,2.68222
1156,1.4119,0,0,0,0,1.131,2.3,0,2.68222
1157,1.4118,0,0,0,0,1.14,2.3,0,2.68222
1158,1.4117,0,0,0,0,1.15,2.3,0,2.68222
1159,1.4116,0,0,0,0,1.16,2.3,0,2.68222
1160,1.4115,0,0,0,0,1.17,2.3,0,2.68222
1161,1.4114,0,0,0,0,1.181,2.3,0,2.68222
1162,1.4113,0,0,0,0,1.19,2.3,0,2.68222
1163,1.4111,0,0,0,0,1.194,2.3,0,2.68222
1164,1.411,0,0,0,0,1.196,2.3,0,2.68222
1165,1.4109,0,0,0,0,1.197,2.3,0,2.68222
1166,1.4108,0,0,0,0,1.2,2.3,0,2.68222
1167,1.4107,0,0,0,0,1.203,2.3,0,2.68222
1168,1.4106,0,0,0,0,1.205,2.3,0,2.68222
1169,1.4105,0,0,0,0,1.206,2.3,0,2.68222
1170,1.4104,0,0,0,0,1.207,2.3,0,2.68222
1171,1.4103,0,0,0,0,1.213,2.3,0,2.68222
1172,1.4102,0,0,0,0,1.223,2.3,0,2.68222
1173,1.4101,0,0,0,0,1.232,2.3,0,2.68222
1174,1.41,0,0,0,0,1.234,2.3,0,2.68222
1175,1.4099,0,0,0,0,1.232,2.3,0,2.68222
1176,1.4098,0,0,0,0,1.229,2.3,0,2.68222
1177,1.4097,0,0,0,0,1.23,2.3,0,2.68222
1178,1.4096,0,0,0,0,1.233,2.3,0,2.68222
1179,1.4095,0,0,0,0,1.236,2.3,0,2.68222
1180,1.4094,0,0,0,0,1.239,2.3,0,2.68222
1181,1.4093,0,0,0,0,1.241,2.3,0,2.68222
1182,1.4092,0,0,0,0,1.244,2.3,0,2.68222
1183,1.409,0,0,0,0,1.248,2.3,0,2.68222
1184,1.4089,0,0,0,0,1.252,2.3,0,2.68222
1185,1.4088,0,0,0,0,1.256,2.3,0,2.68222
1186,1.4087,0,0,0,0,1.258,2.3,0,2.68222
1187,1.4086,0,0,0,0,1.26,2.3,0,2.68222
1188,1.4085,0,0,0,0,1.262,2.3,0,2.68222
1189,1.4084,0,0,0,0,1.265,2.3,0,2.68222
1190,1.4083,0,0,0,0,1.267,2.3,0,2.68222
1191,1.4082,0,0,0,0,1.27,2.3,0,2.68222
1192,1.4081,0,0,0,0,1.272,2.3,0,2.68222
1193,1.408,0,0,0,0,1.275,2.3,0,2.68222
1194,1.4079,0,0,0,0,1.277,2.3,0,2.68222
1195,1.4078,0,0,0,0,1.28,2.3,0,2.68222
1196,1.4077,0,0,0,0,1.282,2.3,0,2.68222
1197,1.4076,0,0,0,0,1.283,2.3,0,2.68222
1198,1.4075,0,0,0,0,1.283,2.3,0,2.68222
1199,1.4074,0,0,0,0,1.279,2.3,0,2.68222
1200,1.4073,0,0,0,0,1.272,2.3,0,2.68222
1201,1.4072,0,0,0,0,1.266,2.3,0,2.68222
1202,1.4071,0,0,0,0,1.267,2.301,0,2.68222
1203,1.407,0,0,0,0,1.271,2.301,0,2.68222
1204,1.4069,0,0,0,0,1.273,2.302,0,2.68222
1205,1.4068,0,0,0,0,1.271,2.303,0,2.68222
1206,1.4067,0,0,0,0,1.265,2.305,0,2.68222
1207,1.4066,0,0,0,0,1.26,2.306,0,2.68222
1208,1.4065,0,0,0,0,1.258,2.308,0,2.68222
1209,1.4064,0,0,0,0,1.258,2.31,0,2.68222
1210,1.4063,0,0,0,0,1.257,2.312,0,2.68222
1211,1.4062,0,0,0,0,1.252,2.315,0,2.68222
1212,1.4061,0,0,0,0,1.247,2.317,0,2.68222
1213,1.406,0,0,0,0,1.243,2.32,0,2.68222
1214,1.4059,0,0,0,0,1.243,2.323,0,2.68222
1215,1.4058,0,0,0,0,1.243,2.327,0,2.68222
1216,1.4057,0,0,0,0,1.24,2.33,0,2.68222
1217,1.4056,0,0,0,0,1.233,2.334,0,2.68222
1218,1.4054,0,0,0,0,1.224,2.338,0,2.68222
1219,1.4053,0,0,0,0,1.216,2.342,0,2.68222
1220,1.4052,0,0,0,0,1.214,2.346,0,2.68222
1221,1.4051,0,0,0,0,1.214,2.35,0,2.68222
1222,1.405,0,0,0,0,1.213,2.354,0,2.68222
1223,1.4049,0,0,0,0,1.21,2.359,0,2.68222
1224,1.4048,0,0,0,0,1.205,2.364,0,2.68222
1225,1.4047,0,0,0,0,1.2,2.369,0,2.68222
1226,1.4046,0,0,0,0,1.199,2.374,0,2.68222
1227,1.4045,0,0,0,0,1.198,2.379,0,2.68222
1228,1.4044,0,0,0,0,1.197,2.384,0,2.68222
1229,1.4043,0,0,0,0,1.194,2.389,0,2.68222
1230,1.4042,0,0,0,0,1.189,2.395,0,2.68222
1231,1.4041,0,0,0,0,1.184,2.4,0,2.68222
1232,1.404,0,0,0,0,1.18,2.406,0,2.68222
1233,1.4038,0,0,0,0,1.176,2.412,0,2.68222
1234,1.4037,0,0,0,0,1.171,2.418,0,2.68222
1235,1.4036,0,0,0,0,1.166,2.423,0,2.68222
1236,1.4035,0,0,0,0,1.161,2.43,0,2.68222
1237,1.4034,0,0,0,0,1.158,2.436,0,2.68222
1238,1.4033,0,0,0,0,1.157,2.442,0,2.68222
1239,1.4032,0,0,0,0,1.157,2.448,0,2.68222
1240,1.4031,0,0,0,0,1.155,2.454,0,2.68222
1241,1.403,0,0,0,0,1.152,2.461,0,2.68222
1242,1.4029,0,0,0,0,1.148,2.467,0,2.68222
1243,1.4028,0,0,0,0,1.142,2.473,0,2.68222
1244,1.4027,0,0,0,0,1.138,2.48,0,2.68222
1245,1.4026,0,0,0,0,1.133,2.486,0,2.68222
1246,1.4025,0,0,0,0,1.13,2.493,0,2.68222
1247,1.4024,0,0,0,0,1.126,2.499,0,2.68222
1248,1.4023,0,0,0,0,1.123,2.506,0,2.68222
1249,1.4022,0,0,0,0,1.12,2.512,0,2.68222
1250,1.4021,0,0,0,0,1.116,2.519,0,2.68222
1251,1.402,0,0,0,0,1.111,2.525,0,2.68222
1252,1.4019,0,0,0,0,1.107,2.532,0,2.68222
1253,1.4017,0,0,0,0,1.103,2.538,0,2.68222
1254,1.4016,0,0,0,0,1.101,2.545,0,2.68222
1255,1.4015,0,0,0,0,1.101,2.551,0,2.68222
1256,1.4014,0,0,0,0,1.101,2.558,0,2.68222
1257,1.4013,0,0,0,0,1.101,2.564,0,2.68222
1258,1.4012,0,0,0,0,1.1,2.57,0,2.68222
1259,1.4011,0,0,0,0,1.098,2.577,0,2.68222
1260,1.401,0,0,0,0,1.094,2.583,0,2.68222
1261,1.4009,0,0,0,0,1.089,2.589,0,2.68222
1262,1.4008,0,0,0,0,1.085,2.595,0,2.68222
1263,1.4007,0,0,0,0,1.084,2.601,0,2.68222
1264,1.4006,0,0,0,0,1.083,2.607,0,2.68222
1265,1.4005,0,0,0,0,1.083,2.613,0,2.68222
1266,1.4004,0,0,0,0,1.082,2.619,0,2.68222
1267,1.4003,0,0,0,0,1.081,2.625,0,2.68222
1268,1.4001,0,0,0,0,1.08,2.631,0,2.68222
1269,1.4,0,0,0,0,1.079,2.636,0,2.68222
1270,1.3999,0,0,0,0,1.08,2.642,0,2.68222
1271,1.3998,0,0,0,0,1.083,2.647,0,2.68222
1272,1.3997,0,0,0,0,1.087,2.652,0,2.68222
1273,1.3996,0,0,0,0,1.093,2.657,0,2.68222
1274,1.3995,0,0,0,0,1.099,2.662,0,2.68222
1275,1.3994,0,0,0,0,1.104,2.667,0,2.68222
1276,1.3993,0,0,0,0,1.107,2.672,0,2.68222
1277,1.3992,0,0,0,0,1.109,2.677,0,2.68222
1278,1.3991,0,0,0,0,1.111,2.681,0,2.68222
1279,1.399,0,0,0,0,1.115,2.685,0,2.68222
1280,1.3989,0,0,0,0,1.121,2.689,0,2.68222
1281,1.3988,0,0,0,0,1.129,2.693,0,2.68222
1282,1.3987,0,0,0,0,1.137,2.697,0,2.68222
1283,1.3985,0,0,0,0,1.147,2.701,0,2.68222
1284,1.3984,0,0,0,0,1.156,2.704,0,2.68222
1285,1.3983,0,0,0,0,1.164,2.707,0,2.68222
1286,1.3982,0,0,0,0,1.17,2.711,0,2.68205
1287,1.3981,0,0,0,0,1.175,2.713,0,2.68192
1288,1.398,0,0,0,0,1.181,2.716,0,2.68185
1289,1.3979,0,0,0,0,1.188,2.719,0,2.68183
1290,1.3978,0,0,0,0,1.196,2.721,0,2.68186
1291,1.3977,0,0,0,0,1.206,2.723,0,2.68194
1292,1.3976,0,0,0,0,1.216,2.725,0,2.68206
1293,1.3975,0,0,0,0,1.227,2.726,0,2.68222
1294,1.3974,0,0,0,0,1.239,2.728,0,2.68243
1295,1.3973,0,0,0,0,1.252,2.729,0,2.68267
1296,1.3972,0,0,0,0,1.267,2.73,0,2.68295
1297,1.3971,0,0,0,0,1.283,2.73,0,2.68326
1298,1.397,0,0,0,0,1.297,2.731,0,2.68361
1299,1.3969,0,0,0,0,1.31,2.731,0,2.68398
1300,1.3968,0,0,0,0,1.323,2.721,0,2.68438
1301,1.3967,0,0,0,0,1.336,2.736,0,2.6848
1302,1.3966,0,0,0,0,1.351,2.728,0,2.68524
1303,1.3965,0,0,0,0,1.37,2.719,0,2.6857
1304,1.3964,0,0,0,0,1.392,2.712,0,2.68618
1305,1.3963,0,0,0,0,1.416,2.698,0,2.68666
1306,1.3962,0,0,0,0,1.44,2.702,0,2.68715
1307,1.3961,0,0,0,0,1.465,2.691,0,2.68764
1308,1.396,0,0,0,0,1.489,2.688,0,2.68813
1309,1.3959,0,0,0,0,1.511,2.686,0,2.68861
1310,1.3958,0,0,0,0,1.532,2.682,0,2.68908
1311,1.3957,0,0,0,0,1.555,2.676,0,2.68954
1312,1.3956,0,0,0,0,1.58,2.675,0,2.68997
1313,1.3955,0,0,0,0,1.61,2.677,0,2.69038
1314,1.3954,0,0,0,0,1.642,2.67,0,2.69076
1315,1.3953,0,0,0,0,1.672,2.671,0,2.69109
1316,1.3952,0,0,0,0,1.701,2.668,0,2.69139
1317,1.3951,0,0,0,0,1.728,2.67,0,2.69187
1318,1.3949,0,0,0,0,1.758,2.674,0,2.69238
1319,1.3948,0,0,0,0,1.791,2.674,0,2.69291
1320,1.3947,0,0,0,0,1.831,2.683,0,2.69347
1321,1.3946,0,0,0,0,1.872,2.674,0,2.69407
1322,1.3945,0,0,0,0,1.911,2.675,0,2.69469
1323,1.3944,0,0,0,0,1.943,2.682,0,2.69535
1324,1.3943,0,0,0,0,1.974,2.683,0,2.69604
1325,1.3942,0,0,0,0,2.007,2.665,0,2.69676
1326,1.3941,0,0,0,0,2.047,2.661,0,2.69753
1327,1.394,0,0,0,0,2.098,2.668,0,2.69834
1328,1.3939,0,0,0,0,2.153,2.67,0,2.69918
1329,1.3938,0,0,0,0,2.203,2.674,0,2.70008
1330,1.3937,0,0,0,0,2.243,2.664,0,2.70102
1331,1.3936,0,0,0,0,2.277,2.661,0,2.70201
1332,1.3935,0,0,0,0,2.312,2.665,0,2.70305
1333,1.3934,0,0,0,0,2.357,2.668,0,2.70414
1334,1.3933,0,0,0,0,2.415,2.681,0,2.7053
1335,1.3932,0,0,0,0,2.479,2.686,0,2.70651
1336,1.3931,0,0,0,0,2.54,2.684,0,2.70779
1337,1.393,0,0,0,0,2.59,2.697,0,2.70914
1338,1.3929,0,0,0,0,2.631,2.712,0,2.71055
1339,1.3928,0,0,0,0,2.666,2.72,0,2.71205
1340,1.3927,0,0,0,0,2.701,2.717,0,2.71362
1341,1.3926,0,0,0,0,2.738,2.726,0,2.71527
1342,1.3925,0,0,0,0,2.78,2.744,0,2.71701
1343,1.3924,0,0,0,0,2.829,2.743,0,2.71884
1344,1.3923,0,0,0,0,2.889,2.751,0,2.72077
1345,1.3922,0,0,0,0,2.96,2.763,0,2.7228
1346,1.3921,0,0,0,0,3.033,2.778,0,2.72493
1347,1.392,0,0,0,0,3.097,2.793,0,2.72718
1348,1.3919,0,0,0,0,3.146,2.818,0,2.72955
1349,1.3918,0,0,0,0,3.181,2.835,0,2.73204
1350,1.3917,0,0,0,0,3.226,2.865,0,2.73466
1351,1.3916,0,0,0,0,3.267,2.879,0,2.73742
1352,1.3915,0,0,0,0,3.319,2.899,0,2.74033
1353,1.3914,0,0,0,0,3.363,2.918,0,2.74339
1354,1.3913,0,0,0,0,3.412,2.936,0,2.74661
1355,1.3912,0,0,0,0,3.449,2.953,0,2.75
1356,1.3911,0,0,0,0,3.504,2.966,0,2.75357
1357,1.391,0,0,0,0,3.544,2.977,0,2.75732
1358,1.3909,0,0,0,0,3.6,2.981,0,2.76128
1359,1.3908,0,0,0,0,3.648,2.942,0,2.76544
1360,1.3907,0,0,0,0,3.701,2.887,0,2.76982
1361,1.3906,0,0,0,0,3.752,2.864,0,2.77443
1362,1.3905,0,0,0,0,3.802,2.877,0,2.77928
1363,1.3904,0,0,0,0,3.871,2.886,0,2.78439
1364,1.3903,0,0,0,0,3.927,2.888,0,2.78977
1365,1.3902,0,0,0,0,3.985,2.891,0,2.79543
1366,1.3901,0,0,0,0,4.064,2.899,0,2.80139
1367,1.39,0,0,0,0,4.125,2.887,0,2.80767
1368,1.3899,0,0,0,0,4.216,2.884,0,2.81427
1369,1.3898,0,0,0,0,4.302,2.9,0,2.82122
1370,1.3897,0,0,0,0,4.389,2.929,0,2.82854
1371,1.3896,0,0,0,0,4.504,2.969,0,2.83624
1372,1.3895,0,0,0,0,4.63,3.014,0,2.84435
1373,1.3893,0,0,0,0,4.737,3.053,0,2.85289
1374,1.3892,0,0,0,0,4.904,3.075,0,2.86187
1375,1.3891,0,0,0,0,5.092,3.111,0,2.87133
1376,1.389,0,0,0,0,5.26,3.128,0,2.88128
1377,1.3889,0,0,0,0,5.479,3.13,0,2.89176
1378,1.3888,0,0,0,0,5.72,3.103,0,2.90279
1379,1.3887,0,0,0,0,6.006,3.051,0,2.9144
1380,1.3886,0,0,0,0,6.242,2.979,0,2.92663
1381,1.3885,0,0,0,0,6.58,2.941,0,2.93949
1382,1.3884,0,0,0,0,6.927,2.92,0,2.95304
1383,1.3883,0,0,0,0,7.313,2.931,0,2.96729
1384,1.3882,0,0,0,0,7.633,2.95,0,2.9823
1385,1.3881,0,0,0,0,8.089,2.978,0,2.9981
1386,1.388,0,0,0,0,8.545,3.025,0,3.01472
1387,1.3879,0,0,0,0,9.03,3.048,0,3.03223
1388,1.3877,0,0,0,0,9.591,3.066,0,3.05065
1389,1.3876,0,0,0,0,10.02,3.087,0,3.07005
1390,1.3875,0,0,0,0,10.63,3.099,0,3.09046
1391,1.3874,0,0,0,0,11.22,3.09,0,3.11195
1392,1.3873,0,0,0,0,11.84,3.088,0,3.13458
1393,1.3872,0,0,0,0,12.45,3.081,0,3.15839
1394,1.3871,0,0,0,0,13.16,3.085,0,3.18346
1395,1.387,0,0,0,0,13.69,3.071,0,3.20984
1396,1.3869,0,0,0,0,14.34,3.065,0,3.23754
1397,1.3868,0,0,0,0,15.09,3.069,0,3.26634
1398,1.3867,0,0,0,0,15.78,3.067,0,3.29716
1399,1.3866,0,0,0,0,16.46,3.085,0,3.33001
1400,1.3865,0,0,0,0,17.14,3.094,0,3.36344
1401,1.3864,0,0,0,0,17.81,3.11,0,3.39846
1402,1.3863,0,0,0,0,18.54,3.136,0,3.43581
1403,1.3861,0,0,0,0,19.19,3.149,0,3.47517
1404,1.386,0,0,0,0,19.8,3.158,0,3.51824
1405,1.3859,0,0,0,0,20.29,3.191,0,3.56359
1406,1.3858,0,0,0,0,20.89,3.23,0,3.61146
1407,1.3857,0,0,0,0,21.46,3.265,0,3.66208
1408,1.3855,0,0,0,0,22.02,3.298,0,3.71604
1409,1.3854,0,0,0,0,22.6,3.356,0,3.77353
1410,1.3853,0,0,0,0,23.13,3.419,0,3.83401
1411,1.3852,0,0,0,0,23.6,3.476,0,3.89776
1412,1.3851,0,0,0,0,24.07,3.534,0,3.96493
1413,1.3849,0,0,0,0,24.5,3.584,0,4.03568
1414,1.3848,0,0,0,0,24.93,3.632,0,4.10956
1415,1.3847,0,0,0,0,25.33,3.708,0,4.18678
1416,1.3846,0,0,0,0,25.71,3.775,0,4.26709
1417,1.3845,0,0,0,0,26.06,3.847,0,4.34963
1418,1.3843,0,0,0,0,26.41,3.931,0,4.43476
1419,1.3842,0,0,0,0,26.73,3.987,0,4.52217
1420,1.3841,0,0,0,0,27.01,4.071,0,4.61044
1421,1.384,0,0,0,0,27.29,4.156,0,4.69965
1422,1.3839,0,0,0,0,27.56,4.242,0,4.7895
1423,1.3837,0,0,0,0,27.82,4.32,0,4.8788
1424,1.3836,0,0,0,0,28.06,4.395,0,4.96704
1425,1.3835,0,0,0,0,28.35,4.48,0,5.05447
1426,1.3834,0,0,0,0,28.56,4.561,0,5.13998
1427,1.3833,0,0,0,0,28.75,4.638,0,5.22358
1428,1.3831,0,0,0,0,28.92,4.708,0,5.3061
1429,1.383,0,0,0,0,29.08,4.782,0,5.38592
1430,1.3829,0,0,0,0,29.26,4.846,0,5.46232
1431,1.3828,0,0,0,0,29.4,4.906,0,5.53641
1432,1.3826,0,0,0,0,29.56,4.974,0,5.60742
1433,1.3825,0,0,0,0,29.66,5.026,7.66379e-05,5.67533
1434,1.3823,0,0,0,0,29.82,5.071,0.000169079,5.7403
1435,1.3822,0,0,0,0,29.93,5.131,0.000242883,5.80077
1436,1.3821,0,0,0,0,30.03,5.179,0.000304322,5.85746
1437,1.382,0,0,0,0,30.14,5.22,0.000359667,5.91049
1438,1.3818,0,0,0,0,30.23,5.271,0.000415191,5.95936
1439,1.3817,0,0,0,0,30.29,5.322,0.000477165,6.00465
1440,1.3816,0,0,0,0,30.36,5.358,0.000551862,6.04588
1441,1.3815,0,0,0,0,30.42,5.403,0.000645552,6.08466
1442,1.3813,0,0,0,0,30.46,5.441,0.000764508,6.12116
1443,1.3812,0,0,0,0,30.49,5.46,0.000915003,6.1557
1444,1.381,0,0,0,0,30.52,5.481,0.00110331,6.18728
1445,1.3809,0,0,0,0,30.53,5.5,0.00133569,6.21582
1446,1.3808,0,0,0,0,30.55,5.523,0.00159109,6.24178
1447,1.3807,0,0,0,0,30.56,5.548,0.00188217,6.26618
1448,1.3805,0,0,0,0,30.56,5.56,0.00221386,6.28912
1449,1.3804,0,0,0,0,30.55,5.575,0.00259184,6.30924
1450,1.3803,0,0,0,0,30.54,5.582,0.00302273,6.32681
1451,1.3802,0,0,0,0,30.51,5.597,0.00351419,6.34332
1452,1.38,0,0,0,0,30.49,5.611,0.00407511,6.35807
1453,1.3799,0,0,0,0,30.45,5.639,0.0047158,6.37171
1454,1.3797,0,0,0,0,30.41,5.653,0.0054482,6.3846
1455,1.3796,0,0,0,0,30.35,5.675,0.00628618,6.39644
1456,1.3794,0,0,0,0,30.29,5.682,0.0072897,6.40709
1457,1.3793,0,0,0,0,30.23,5.685,0.00845341,6.41723
1458,1.3791,0,0,0,0,30.14,5.68,0.0098029,6.42733
1459,1.379,0,0,0,0,30.06,5.689,0.0113678,6.43642
1460,1.3788,0,0,0,0,29.98,5.711,0.0131826,6.4447
1461,1.3787,0,0,0,0,29.83,5.723,0.015287,6.45291
1462,1.3785,0,0,0,0,29.71,5.715,0.0177274,6.46084
1463,1.3784,0,0,0,0,29.57,5.716,0.0205574,6.46867
1464,1.3782,0,0,0,0,29.36,5.732,0.0238391,6.47639
1465,1.3781,0,0,0,0,29.17,5.741,0.0276447,6.48416
1466,1.3779,0,0,0,0,28.99,5.743,0.0320579,6.49039
1467,1.3778,0,0,0,0,28.72,5.752,0.0371756,6.49619
1468,1.3776,0,0,0,0,28.51,5.745,0.0431102,6.50159
1469,1.3775,0,0,0,0,28.29,5.744,0.0499923,6.50877
1470,1.3773,0,0,0,0,28,5.757,0.0572538,6.51616
1471,1.3772,0,0,0,0,27.77,5.766,0.0663567,6.52405
1472,1.377,0,0,0,0,27.54,5.78,0.0741754,6.53212
1473,1.3769,0,0,0,0,27.22,5.787,0.0837538,6.54089
1474,1.3767,0,0,0,0,26.99,5.798,0.0937154,6.54969
1475,1.3766,0,0,0,0,26.64,5.81,0.110877,6.55757
1476,1.3764,0,0,0,0,26.38,5.808,0.13116,6.56638
1477,1.3763,0,0,0,0,26.11,5.815,0.159718,6.57523
1478,1.3761,0,0,0,0,25.81,5.825,0.196585,6.58196
1479,1.376,0,0,0,0,25.55,5.824,0.244253,6.58787
1480,1.3758,0,0,0,0,25.22,5.827,0.299664,6.59336
1481,1.3756,0,0,0,0,24.97,5.854,0.365441,6.5991
1482,1.3755,0,0,0,0,24.68,5.878,0.441109,6.60284
1483,1.3753,0,0,0,0,24.43,5.9,0.528604,6.60546
1484,1.3752,0,0,0,0,24.13,5.908,0.629068,6.60531
1485,1.375,0,0,0,0,23.88,5.922,0.737812,6.60336
1486,1.3748,0,0,0,0,23.64,5.94,0.859873,6.59917
1487,1.3747,0,0,0,0,23.32,5.962,0.987468,6.59443
1488,1.3745,0,0,0,0,23.07,5.963,1.12168,6.58931
1489,1.3744,0,0,0,0,22.74,5.966,1.26035,6.5836
1490,1.3742,0,0,0,0,22.5,5.982,1.40378,6.57626
1491,1.374,0,0,0,0,22.18,5.99,1.55477,6.56707
1492,1.3739,0,0,0,0,21.93,5.994,1.70581,6.5566
1493,1.3737,0,0,0,0,21.63,6.016,1.86223,6.54377
1494,1.3736,0,0,0,0,21.39,6.014,2.01563,6.52983
1495,1.3734,0,0,0,0,21.07,6.025,2.16554,6.51541
1496,1.3732,0,0,0,0,20.82,6.008,2.31431,6.49862
1497,1.3731,0,0,0,0,20.52,6.022,2.45694,6.48215
1498,1.3729,0,0,0,0,20.25,6.021,2.59825,6.46465
1499,1.3728,0,0,0,0,20.01,6.027,2.73094,6.44714
1500,1.3726,0,0,0,0,19.72,6.027,2.85371,6.42876
1501,1.3724,0,0,0,0,19.51,6.035,2.97094,6.4104
1502,1.3723,0,0,0,0,19.24,6.025,3.07622,6.39294
1503,1.3721,0,0,0,0,19,6.009,3.17555,6.37608
1504,1.372,0,0,0,0,18.74,5.989,3.27221,6.35781
1505,1.3718,0,0,0,0,18.47,5.987,3.36592,6.33846
1506,1.3716,0,0,0,0,18.27,5.984,3.4496,6.32054
1507,1.3715,0,0,0,0,18.02,5.971,3.53625,6.3016
1508,1.3713,0,0,0,0,17.84,5.971,3.61639,6.28269
1509,1.3712,0,0,0,0,17.58,5.973,3.6909,6.26483
1510,1.371,0,0,0,0,17.34,5.951,3.76435,6.24626
1511,1.3708,0,0,0,0,17.12,5.952,3.83597,6.22776
1512,1.3706,0,0,0,0,16.88,5.939,3.90544,6.20786
1513,1.3705,0,0,0,0,16.71,5.933,3.97697,6.18822
1514,1.3703,0,0,0,0,16.47,5.931,4.04584,6.16769
1515,1.3701,0,0,0,0,16.23,5.925,4.10984,6.14802
1516,1.3699,0,0,0,0,16.06,5.909,4.16956,6.12912
1517,1.3698,0,0,0,0,15.83,5.897,4.2246,6.1115
1518,1.3696,0,0,0,0,15.62,5.884,4.27558,6.09373
1519,1.3695,0,0,0,0,15.45,5.881,4.32284,6.07656
1520,1.3693,0,0,0,0,15.25,5.876,4.36815,6.05839
1521,1.3692,0,0,0,0,15.04,5.856,4.4154,6.04132
1522,1.369,0,0,0,0,14.89,5.843,4.45543,6.02499
1523,1.3689,0,0,0,0,14.68,5.83,4.49689,6.00725
1524,1.3687,0,0,0,0,14.47,5.818,4.52895,5.99151
1525,1.3686,0,0,0,0,14.32,5.807,4.56315,5.9768
1526,1.3684,0,0,0,0,14.13,5.799,4.60055,5.96127
1527,1.3683,0,0,0,0,13.95,5.792,4.63243,5.9477
1528,1.3681,0,0,0,0,13.81,5.776,4.664,5.93462
1529,1.368,0,0,0,0,13.64,5.783,4.68743,5.92369
1530,1.3678,0,0,0,0,13.48,5.776,4.71387,5.91345
1531,1.3676,0,0,0,0,13.29,5.767,4.74262,5.90344
1532,1.3675,0,0,0,0,13.16,5.762,4.76525,5.89532
1533,1.3673,0,0,0,0,12.98,5.769,4.78925,5.88804
1534,1.3672,0,0,0,0,12.82,5.756,4.81308,5.88091
1535,1.367,0,0,0,0,12.65,5.762,4.83291,5.87569
1536,1.3668,0,0,0,0,12.54,5.737,4.85246,5.87156
1537,1.3666,0,0,0,0,12.38,5.74,4.87508,5.86682
1538,1.3665,0,0,0,0,12.23,5.757,4.88795,5.86387
1539,1.3663,0,0,0,0,12.06,5.756,4.90049,5.86095
1540,1.3661,0,0,0,0,11.93,5.751,4.91224,5.85849
1541,1.3659,0,0,0,0,11.81,5.754,4.91721,5.85751
1542,1.3658,0,0,0,0,11.66,5.751,4.92015,5.85653
1543,1.3656,0,0,0,0,11.52,5.75,4.92472,5.85441
1544,1.3655,0,0,0,0,11.37,5.744,4.92328,5.85232
1545,1.3653,0,0,0,0,11.26,5.744,4.91726,5.85055
1546,1.3651,0,0,0,0,11.14,5.754,4.90489,5.84878
1547,1.365,0,0,0,0,11,5.744,4.89069,5.84705
1548,1.3648,0,0,0,0,10.88,5.735,4.86836,5.84632
1549,1.3647,0,0,0,0,10.75,5.74,4.84564,5.84618
1550,1.3645,0,0,0,0,10.64,5.732,4.81844,5.84603
1551,1.3643,0,0,0,0,10.54,5.728,4.79318,5.8468
1552,1.3641,0,0,0,0,10.44,5.731,4.76225,5.84793
1553,1.364,0,0,0,0,10.32,5.724,4.73373,5.84907
